bus,vm,va,vmin,vmax
11,0.9986907065211396,-6.473323582646999,0.94,1.06
7,0.9932581425267787,-14.15553164852922,0.94,1.06
9,0.970084539083966,-15.219928563472958,0.94,1.06
10,0.9667399696339468,-12.86352198332292,0.94,1.06
8,0.9869787607420802,-3.810096750637659,0.94,1.06
6,1.0599233081293142,7.768061759842486e-5,0.94,1.06
4,1.054775478301386,-23.570267671020577,0.94,1.06
5,1.0598692216701773,6.080286756807592,0.94,1.06
13,1.0134693563309587,-3.238970106823324,0.94,1.06
14,0.9544410899111282,-11.553576735555733,0.94,1.06
12,1.0323703890480376,-2.244806329848509,0.94,1.06
