subnet,f,fmin,fmax,min_v,max_v,avg_v,ngen_Qll,ngen_Qul,ngen,minQloss,maxQloss,n_negQloss,n_s_bound,max_ang_diff,min_ang_diff,nbranch,total_loss,cost,time_s,status,network
2,1.0,1.0,1.0,1.01984741618575,1.06,1.0335647498546432,1,0,3,-0.0003888872968419669,0.0005970473960390616,5,1,0.12299684506641707,-0.011373653902466207,7,0.06346241182123953,8118.850031372955,0.186491987,LOCALLY_SOLVED,1
1,60.0,60.0,60.0,1.0097695772247361,1.06,1.0438459393143904,0,0,2,5.488303395693658e-5,0.04691857767494012,0,0,5.6793542483248824,-1.2549088955083387,13,0.005603054787606074,8118.850031372955,0.186491987,LOCALLY_SOLVED,1
2,2.0,2.0,2.0,1.0198700872611237,1.06,1.0335891228856617,1,0,3,-0.0007751997793415261,0.0011819492007242296,5,1,0.24565017629415709,-0.02275175826908848,7,0.06338208778324361,8119.374864952415,0.040800891,LOCALLY_SOLVED,2
1,60.0,60.0,60.0,1.0097698505537844,1.06,1.0438449359955426,0,0,2,5.488878535989377e-5,0.04692112586279479,0,0,5.679511886156775,-1.2612396790042624,13,0.005603293567261601,8119.374864952415,0.040800891,LOCALLY_SOLVED,2
2,3.0,3.0,3.0,1.0199067132293829,1.06,1.0336287325666245,1,0,3,-0.001156578185045682,0.0017434608326922082,5,1,0.36763636437820635,-0.03413970904319496,7,0.06325194723788409,8120.228775609134,0.058063806,LOCALLY_SOLVED,3
1,60.0,60.0,60.0,1.0097703167858432,1.06,1.0438433687459154,0,0,2,5.489752286815582e-5,0.04692500484335391,0,0,5.679751065150443,-1.2715411617220858,13,0.0056036563664636704,8120.228775609134,0.058063806,LOCALLY_SOLVED,3
2,4.0,4.0,4.0,1.0199557115102107,1.06,1.0336821651240888,1,0,3,-0.001531060585126795,0.002272001968027222,5,1,0.48866929746049553,-0.0455444452886509,7,0.06307715924850324,8121.382402707165,0.057324309,LOCALLY_SOLVED,4
1,60.0,60.0,60.0,1.0097708819182396,1.06,1.0438414740177127,0,0,2,5.490814051960745e-5,0.04692971800864472,0,0,5.68004168734699,-1.2854566059974493,13,0.005604097301434553,8121.382402707165,0.057324309,LOCALLY_SOLVED,4
2,5.0,5.0,5.0,1.0200151402331845,1.06,1.0337476301937503,1,0,3,-0.0018972048616722331,0.0027601795713859505,5,1,0.6085139613665272,-0.05697448688652471,7,0.06286419399949096,8122.798073212521,0.050524704,LOCALLY_SOLVED,5
1,60.0,60.0,60.0,1.00977147931295,1.06,1.0438393924558538,0,0,2,5.4919372635705774e-5,0.046934703533142455,0,0,5.6803490931330956,-1.3025313263523524,13,0.005604563835572129,8122.798073212521,0.050524704,LOCALLY_SOLVED,5
2,6.0,6.0,6.0,1.0200828969205753,1.06,1.0338231099404094,1,0,3,-0.002254140019217636,0.0032030254306689866,5,1,0.7269948069148469,-0.06843941804666717,7,0.06262024254281505,8124.432635508771,0.045187467,LOCALLY_SOLVED,6
1,60.0,60.0,60.0,1.0097720438581324,1.06,1.0438373492524848,0,0,2,5.49299830402087e-5,0.04693941282334628,0,0,5.680639446770797,-1.3222399196732169,13,0.005605004623369696,8124.432635508771,0.045187467,LOCALLY_SOLVED,6
2,7.0,7.0,7.0,1.0201568965168546,1.06,1.0339065062078234,1,0,3,-0.0026015492247308397,0.0035979620228774305,5,1,0.8439984709547326,-0.0799490156759292,7,0.06235266848329501,8126.2403909220975,0.048281515,LOCALLY_SOLVED,7
