bus,vm,va,vmin,vmax
11,1.0234650570030683,-2.921471139014501,0.94,1.06
7,1.039009798205649,-2.4995926988561643,0.94,1.06
9,1.0145220816990836,-5.752730169410342,0.94,1.06
10,1.0055755413273417,-5.331782922909688,0.94,1.06
8,1.06,6.703822071583762,0.94,1.06
6,1.06,-5.006588138764737e-19,0.94,1.06
4,1.06,-7.359859160065605,0.94,1.06
5,1.0434868008757252,0.9873148326776203,0.94,1.06
13,1.019221629994076,-2.187405029105857,0.94,1.06
14,0.9905387361400834,-4.937856552794436,0.94,1.06
12,1.02963091479097,-1.8885061041904927,0.94,1.06
