subnet,f,fmin,fmax,min_v,max_v,avg_v,ngen_Qll,ngen_Qul,ngen,minQloss,maxQloss,n_negQloss,n_s_bound,max_ang_diff,min_ang_diff,nbranch,total_loss,cost,time_s,status,network
2,1.0,1.0,1.0,1.047901562375248,1.06,1.0528313176558963,1,0,3,-0.000950254794768207,1.4239460445267943e-5,6,0,0.03731720974657995,-0.0034900186464254194,7,0.005765552625531974,9392.368988546954,0.055725303,LOCALLY_SOLVED,1
1,60.0,60.0,60.0,1.0059575279566706,1.06,1.045375676830396,0,0,2,4.3931609804082755e-5,0.057171820861955075,0,0,2.442807673716616,-5.447750501989963,13,0.005193928704631498,9392.368988546954,0.055725303,LOCALLY_SOLVED,1
2,2.0,2.0,2.0,1.0479051420058876,1.06,1.0528333813317083,1,0,3,-0.0019005046096584291,2.814574607614556e-5,6,0,0.07464246129342637,-0.006929792220608643,7,0.0057714693056254845,9392.529060633038,0.048446514,LOCALLY_SOLVED,2
1,60.0,60.0,60.0,1.0059646867081529,1.06,1.045358898391226,0,0,2,4.4034686069724556e-5,0.0571794892031268,0,0,2.4420880224716104,-5.448284408753871,13,0.005197292584629771,9392.529060633038,0.048446514,LOCALLY_SOLVED,2
2,3.0,3.0,3.0,1.0479109772132689,1.06,1.052836646070725,1,0,3,-0.002850744371987432,4.14055858469365e-5,6,0,0.11198301181285515,-0.010271203840178277,7,0.005781302826045588,9392.793231923468,0.045395033,LOCALLY_SOLVED,3
1,60.0,60.0,60.0,1.0059765821483033,1.06,1.045332114432262,0,0,2,4.420403318504233e-5,0.057190787114463515,0,0,2.4409106400963227,-5.449096106582811,13,0.005202842302228811,9392.793231923468,0.045395033,LOCALLY_SOLVED,3
2,4.0,4.0,4.0,1.0479188753533986,1.06,1.0528408667852704,1,0,3,-0.0038009688422697046,5.3743290899049834e-5,6,0,0.1493445968658061,-0.01347021388667759,7,0.005794999270880868,9393.157612215271,0.059084154,LOCALLY_SOLVED,4
1,60.0,60.0,60.0,1.00599316759346,1.06,1.0452918179952475,0,0,2,4.443611699724362e-5,0.05721758106916454,0,0,2.4393186049465636,-5.4507598495139336,13,0.005210494275042655,9393.157612215271,0.059084154,LOCALLY_SOLVED,4
2,5.0,5.0,5.0,1.047928574362753,1.06,1.052845731474473,1,0,3,-0.00475117257569707,6.49343856182899e-5,6,0,0.18673096382534532,-0.016488444010334533,7,0.005812462028696737,9393.61683585565,0.05542252,LOCALLY_SOLVED,5
1,60.0,60.0,60.0,1.006014358105466,1.06,1.0452489947184145,0,0,2,4.472624641957065e-5,0.05723326269380159,0,0,2.437332528514153,-5.4519590930842305,13,0.00522013459257761,9393.61683585565,0.05542252,LOCALLY_SOLVED,5
2,6.0,6.0,6.0,1.0479397505379036,1.06,1.0528508859560308,1,0,3,-0.005701349924444303,7.481406590722356e-5,6,0,0.22414366296216884,-0.019294298663917228,7,0.005833538385952457,9394.164169713891,0.061988627,LOCALLY_SOLVED,6
1,60.0,60.0,60.0,1.0060400576184119,1.06,1.0451925717481474,0,0,2,4.5068800846898883e-5,0.05727110356874806,0,0,2.4350305080449277,-5.454318949543162,13,0.005231622183770648,9394.164169713891,0.061988627,LOCALLY_SOLVED,6
2,7.0,7.0,7.0,1.0479520285683694,1.06,1.0528559585345676,1,0,3,-0.006651495078817766,8.328017373087152e-5,6,0,0.2615820947719166,-0.02186357915977363,7,0.005858010528391279,9394.79167722485,0.058922646,LOCALLY_SOLVED,7
1,60.0,60.0,60.0,1.0060699819592378,1.06,1.0451321530003985,0,0,2,4.545748549796523e-5,0.057308871417807924,0,0,2.432447907646566,-5.4567289243109025,13,0.005244792880550599,9394.79167722485,0.058922646,LOCALLY_SOLVED,7
2,8.0,8.0,8.0,1.0479649934693411,1.06,1.0528605817703394,1,0,3,-0.00760160213758488,9.029113003160977e-5,6,0,0.29904378035976253,-0.024179604554053196,7,0.005885593446446291,9395.490439539091,0.055303195,LOCALLY_SOLVED,8
1,60.0,60.0,60.0,1.0061063141201152,1.06,1.0450606306284225,0,0,2,4.588559455725224e-5,0.05736956360273827,0,0,2.429659824462024,-5.460321551691297,13,0.00525946425388203,9395.490439539091,0.055303195,LOCALLY_SOLVED,8
2,9.0,9.0,9.0,1.0479782037899752,1.06,1.0528644095769082,1,0,3,-0.008551665193966195,9.585982071477414e-5,6,0,0.33652478064883573,-0.026232904964062092,7,0.005915940455222819,9396.250824575965,0.081676643,LOCALLY_SOLVED,9
1,60.0,60.0,60.0,1.0061415290580524,1.06,1.0449912884726182,0,0,2,4.634626349642613e-5,0.05741933779602063,0,0,2.42669163611692,-5.463394530863695,13,0.005275441002758122,9396.250824575965,0.081676643,LOCALLY_SOLVED,9
2,10.0,10.0,10.0,1.0479912053127247,1.06,1.0528671289971818,1,0,3,-0.009501678423062395,0.00010004472440569567,6,0,0.3740201865714655,-0.028020582317418368,7,0.005948655365513804,9397.062786094308,0.054745364,LOCALLY_SOLVED,10
1,60.0,60.0,60.0,1.006182449915265,1.06,1.0449168014100174,0,0,2,4.683269775057012e-5,0.05748227491095913,0,0,2.423615182207558,-5.467137434226089,13,0.005292520621835729,9397.062786094308,0.054745364,LOCALLY_SOLVED,10
2,11.0,11.0,11.0,1.0480035443568345,1.06,1.0528684669029338,1,0,3,-0.010451636159032456,0.00010293961677548119,6,0,0.41152460986322814,-0.029545446317299814,7,0.005983309210222609,9397.916170154007,0.062195674,LOCALLY_SOLVED,11
1,60.0,60.0,60.0,1.0062262614563224,1.06,1.044839122162163,0,0,2,4.733836456539964e-5,0.05755495261396077,0,0,2.4204743822781003,-5.47137195578418,13,0.005310498995574451,9397.916170154007,0.062195674,LOCALLY_SOLVED,11
2,12.0,12.0,12.0,1.0480147799010713,1.06,1.052868192436517,1,0,3,-0.011401532954238455,0.00010466303397762416,6,0,0.4490326206110172,-0.03081502927249138,7,0.006019458949803491,9398.801005952413,0.056376556,LOCALLY_SOLVED,12
1,60.0,60.0,60.0,1.0062725124889593,1.06,1.0447600480625765,0,0,2,4.7857145476681157e-5,0.05763454124369443,0,0,2.417308280214675,-5.475947352459376,13,0.0053291756291982025,9398.801005952413,0.056376556,LOCALLY_SOLVED,12
2,13.0,13.0,13.0,1.048024493883722,1.06,1.0528661162574635,1,0,3,-0.012351363616643768,0.00010534841471284556,6,0,0.48653909929931355,-0.03184056992593274,7,0.006056665746738105,9399.707761681273,0.061602717,LOCALLY_SOLVED,13
1,60.0,60.0,60.0,1.0063207416388014,1.06,1.044680598947148,0,0,2,4.838344621489743e-5,0.05771982210638829,0,0,2.4141515810306036,-5.4807952025890385,13,0.005348358235025363,9399.707761681273,0.061602717,LOCALLY_SOLVED,13
2,14.0,14.0,14.0,1.0480322992879698,1.06,1.0528620876561843,1,0,3,-0.013301123225533524,0.00010513553216623742,6,0,0.5240394902251573,-0.0326360363400022,7,0.0060945109465300185,9400.62755199742,0.071937741,LOCALLY_SOLVED,14
1,60.0,60.0,60.0,1.0063704893188625,1.06,1.044601096484273,0,0,2,4.891226661514654e-5,0.057810976016492197,0,0,2.4110344750085884,-5.485921034635972,13,0.005367866492397896,9400.62755199742,0.071937741,LOCALLY_SOLVED,14
2,15.0,15.0,15.0,1.0480378458493849,1.06,1.052855990439835,1,0,3,-0.0142508071284432,0.00010416353585221763,6,0,0.5615299574828444,-0.033217237025388965,7,0.00613260862791027,9401.552290484957,0.06578589,LOCALLY_SOLVED,15
1,60.0,60.0,60.0,1.0064213244497309,1.06,1.0445225276815828,0,0,2,4.943923483068449e-5,0.05790611890384851,0,0,2.4079798063854954,-5.491225225791297,13,0.0053875348836987715,9401.552290484957,0.06578589,LOCALLY_SOLVED,15
2,16.0,16.0,16.0,1.0480038938250695,1.06,1.0528305722487683,1,0,3,-0.015200860296446165,0.00010089959297194043,6,0,0.5962395800167513,-0.034486795614412195,7,0.006165531038153767,9402.484131945139,0.070708801,LOCALLY_SOLVED,16
1,60.0,60.0,60.0,1.0064769945266736,1.06,1.0444383455135935,0,0,2,4.999796303394727e-5,0.058000931600913595,0,0,2.4046966412030373,-5.496569381005178,13,0.005408632731453497,9402.484131945139,0.070708801,LOCALLY_SOLVED,16
2,17.0,17.0,17.0,1.0479566607984219,1.06,1.052797794477612,1,0,3,-0.016151023412405357,9.671203131312103e-5,6,0,0.6305132302473644,-0.035690932905524345,7,0.006197969119911044,9403.431965387359,0.067954746,LOCALLY_SOLVED,17
1,60.0,60.0,60.0,1.0065299606137919,1.06,1.0443617782008074,0,0,2,5.0555187987349516e-5,0.058080001266574685,0,0,2.4014459793216028,-5.50106198130607,13,0.005429918924027416,9403.431965387359,0.067954746,LOCALLY_SOLVED,17
2,18.0,18.0,18.0,1.0479038094839817,1.06,1.0527612547901346,1,0,3,-0.017101208147318504,9.209972201871738e-5,6,0,0.6649471095962074,-0.03665580037970594,7,0.006230839432422329,9404.386617990975,0.078086046,LOCALLY_SOLVED,18
1,60.0,60.0,60.0,1.0065912736130544,1.06,1.0442820682407037,0,0,2,5.1099898193266054e-5,0.05817822386392759,0,0,2.3983393420216292,-5.506522484352992,13,0.005450958855593338,9404.386617990975,0.078086046,LOCALLY_SOLVED,18
2,19.0,19.0,19.0,1.0478451776816515,1.06,1.0527209457694446,1,0,3,-0.01805141568907409,8.718776576832968e-5,6,0,0.6995159407009554,-0.037408029228847235,7,0.0062638858523306196,9405.3403461078,0.050910913,LOCALLY_SOLVED,19
1,60.0,60.0,60.0,1.0066472683084853,1.06,1.0442070728816424,0,0,2,5.1629923634654955e-5,0.058272314500398256,0,0,2.463707286802676,-5.51172251838594,13,0.0054716472475028095,9405.3403461078,0.050910913,LOCALLY_SOLVED,19
2,20.0,20.0,20.0,1.0477806451253375,1.06,1.0526768795795483,1,0,3,-0.01900164723813501,8.208532518544712e-5,6,0,0.7341994787510235,-0.03797183304998771,7,0.006296896384568831,9406.286990406912,0.069826595,LOCALLY_SOLVED,20
1,60.0,60.0,60.0,1.0067038083022803,1.06,1.0441317322279051,0,0,2,5.2143600679478534e-5,0.05837596077409214,0,0,2.5435333313441184,-5.517397027571636,13,0.005491896671717077,9406.286990406912,0.069826595,LOCALLY_SOLVED,20
2,21.0,21.0,21.0,1.0477101266791446,1.06,1.0526290820863289,1,0,3,-0.019951904004626354,7.688592925063353e-5,6,0,0.7689813182310146,-0.03836919032998941,7,0.006329699456041296,9407.221718855426,0.052286765,LOCALLY_SOLVED,21
1,60.0,60.0,60.0,1.0067617811264062,1.06,1.0440741705745646,0,0,2,5.263971531040395e-5,0.05844397433730617,0,0,2.6199130187826887,-5.521103070099038,13,0.005511636512578525,9407.221718855426,0.052286765,LOCALLY_SOLVED,21
