subnet,f,fmin,fmax,min_v,max_v,avg_v,ngen_Qll,ngen_Qul,ngen,minQloss,maxQloss,n_negQloss,n_s_bound,max_ang_diff,min_ang_diff,nbranch,total_loss,cost,time_s,status,network
2,1.0,1.0,1.0,1.0475284600893848,1.06,1.0526113036666296,1,0,3,-0.0009502532608623338,7.272646722236535e-7,6,0,0.03984599311457907,0.0008443546418211037,7,0.005917266356925615,12667.794225635236,0.210505617,LOCALLY_SOLVED,1
1,60.0,60.0,60.0,1.015409278491888,1.06,1.041566207229754,0,0,2,0.00013011363545503696,0.15960695091042082,0,0,3.218889632956521,-9.114228125189412,13,0.011293839359120445,12667.794225635236,0.210505617,LOCALLY_SOLVED,1
2,2.0,2.0,2.0,1.0474670540779913,1.06,1.0526012390858206,1,0,3,-0.0019004923877417395,1.4416272538855801e-6,6,0,0.07967611036993481,0.0017225154812244025,7,0.005941777761728592,12668.277728771918,0.043869923,LOCALLY_SOLVED,2
1,60.0,60.0,60.0,1.0153606790697807,1.06,1.0415275567801285,0,0,2,0.00013054589395333337,0.15962906509967217,0,0,3.2172464614892844,-9.115505458973844,13,0.011316231165834502,12668.277728771918,0.043869923,LOCALLY_SOLVED,2
2,3.0,3.0,3.0,1.0473662722730055,1.06,1.0525847224768998,1,0,3,-0.002850703393488777,2.133148866255777e-6,6,0,0.11947453912930805,0.0026670128860258884,7,0.005981714223382745,12669.074066491634,0.050769567,LOCALLY_SOLVED,3
1,60.0,60.0,60.0,1.0152808787922414,1.06,1.0414635157942045,0,0,2,0.00013125760849542513,0.15966709967133041,0,0,3.2145494812090476,-9.11775028608073,13,0.011353186962074116,12669.074066491634,0.050769567,LOCALLY_SOLVED,3
2,4.0,4.0,4.0,1.0472283569771967,1.06,1.0525621209860894,1,0,3,-0.0038008725862803258,2.797482800400916e-6,6,0,0.15922553455614488,0.0037078965475393203,7,0.006035766735759198,12670.169356100949,0.051606363,LOCALLY_SOLVED,4
1,60.0,60.0,60.0,1.0151716079240907,1.06,1.0413758749869062,0,0,2,0.00013223608752999105,0.15971920350418917,0,0,3.210853555136462,-9.120825589494418,13,0.011404170881760461,12670.169356100949,0.051606363,LOCALLY_SOLVED,4
2,5.0,5.0,5.0,1.047056258965907,1.06,1.0525339123626036,1,0,3,-0.004750986719462396,3.4378753589938554e-6,6,0,0.19891359062030936,0.004871733812447465,7,0.006102225191050151,12671.544885049512,0.050759284,LOCALLY_SOLVED,5
1,60.0,60.0,60.0,1.0150351601824348,1.06,1.0412669240579315,0,0,2,0.00013346430279616555,0.15978281372869577,0,0,3.206231421799347,-9.124541485826391,13,0.011468452823322102,12671.544885049512,0.050759284,LOCALLY_SOLVED,5
2,6.0,6.0,6.0,1.0468534739769688,1.06,1.0525006541417334,1,0,3,-0.005701033139592264,4.066323412842132e-6,6,0,0.23852368417182873,0.006180849928407809,7,0.00617908530247812,12673.17779823432,0.055761335,LOCALLY_SOLVED,6
1,60.0,60.0,60.0,1.0148742785556197,1.06,1.0411382179414124,0,0,2,0.00013492157184305693,0.15985936326612082,0,0,3.200777007179134,-9.129053777163683,13,0.011545128752656196,12673.17779823432,0.055761335,LOCALLY_SOLVED,6
2,7.0,7.0,7.0,1.0466238631841567,1.06,1.052462950608016,1,0,3,-0.006650999926286251,4.703782438955639e-6,6,0,0.2780416001002593,0.007652852425017431,7,0.006264166331338708,12675.041925476,0.070203311,LOCALLY_SOLVED,7
1,60.0,60.0,60.0,1.01469202578175,1.06,1.0409925749360904,0,0,2,0.00013658435976026707,0.1599461276483221,0,0,3.194589080972572,-9.134167977998285,13,0.011633146589629929,12675.041925476,0.070203311,LOCALLY_SOLVED,7
2,8.0,8.0,8.0,1.046371473434629,1.06,1.0524214207511193,1,0,3,-0.007600876015290425,5.379444140501954e-6,6,0,0.3174543038803008,0.009300446350026925,7,0.006355228774852242,12677.108703116664,0.128852586,LOCALLY_SOLVED,8
