branch,from_bus,to_bus,X,B,G,Bfr,Bto,p_from,p_to,q_from,q_to,p_loss,q_loss,s_from,s_to,rate_a,ang_deg,angmin,angmax
2,4,9,0.55618,-1.7979790715236075,0.0,0.0,0.0,0.14753411914920714,-0.14753411914920714,0.05402644900915244,-0.04226734614360486,0.0,0.011759102865547578,0.15711516001223752,0.1534693613173514,Inf,4.12595919095123,-60.0001403060998,60.0001403060998
11,10,11,0.19207,-4.402943749460521,1.8808847537003996,0.0,0.0,-0.029014279355064985,0.029077157231419255,0.0010958637591409468,-0.0009486735859380031,6.287787635426978e-5,0.0001471901732029437,0.029034967261430636,0.029092628864255867,Inf,-0.29434873181551,-60.0001403060998,60.0001403060998
7,7,8,0.17615,-5.676979846721544,0.0,0.0,0.0,-0.0848148800818271,0.0848148800818271,0.03082976067915825,-0.029548010666106253,0.0,0.0012817500130519986,0.09024432406987647,0.08981452453595153,Inf,-0.7685012284063684,-60.0001403060998,60.0001403060998
9,9,10,0.0845,-10.365394127060915,3.902049552447428,0.0,0.0,0.06119425165531864,-0.060985720644935015,0.05964980498446219,-0.05909586375914094,0.00020853101038362243,0.00055394122532125,0.08545663034743904,0.08492101763415816,Inf,0.16942423292567882,-60.0001403060998,60.0001403060998
10,9,14,0.27038,-3.0290504569306034,1.4240054870199312,0.0,0.0,0.1009033849327235,-0.0994863386699354,0.047302967812942076,-0.044288720558339344,0.001417046262788088,0.0030142472546027324,0.11144085361658715,0.10889913842929959,Inf,1.1195527417660658,-60.0001403060998,60.0001403060998
8,7,9,0.11001,-9.09008271975275,0.0,0.0,0.0,0.309563517438835,-0.309563517438835,0.028524884549723024,-0.01902573908807568,0.0,0.009499145461647346,0.31087495937704424,0.3101476262636092,Inf,1.7477128956239014,-60.0001403060998,60.0001403060998
6,6,13,0.13027,-6.102755448193116,3.0989274038379877,0.0,0.0,0.17246737944779245,-0.17048270717494796,0.0629756291054533,-0.0590671898464445,0.00198467227284449,0.003908439259008807,0.18360535622583685,0.1804252930219457,Inf,0.9497408150712147,-60.0001403060998,60.0001403060998
4,6,11,0.1989,-4.0940743442404415,1.9550285631772604,0.0,0.0,0.06445525613006108,-0.06407715723141925,0.017843112800035876,-0.017051326414062,0.000378098898641821,0.000791786385973877,0.06687941923481827,0.06630708718786336,Inf,0.5722248880909119,-60.0001403060998,60.0001403060998
3,5,6,0.25202,-3.967939052456154,0.0,0.0,0.0,0.42509348562930005,-0.42509348562930005,0.11776599530603395,-0.07594101417114744,0.0,0.0418249811348865,0.4411046374443242,0.43182346990154474,Inf,5.355840415942128,-60.0001403060998,60.0001403060998
5,6,12,0.25581,-3.1759639650294003,1.525967440450974,0.0,0.0,0.07617084012340307,-0.07547859010075314,0.022941436865020707,-0.021500671440774673,0.000692250022649929,0.0014407654242460342,0.07955065311194348,0.0784811852357089,Inf,0.8614391340019567,-60.0001403060998,60.0001403060998
13,13,14,0.34802,-2.314963475105352,1.1369941578063267,0.0,0.0,0.04991283695046065,-0.04951366133006459,0.006524016231049227,-0.005711279441660656,0.0003991756203960625,0.0008127367893885715,0.05033740239847765,0.0498419639577843,Inf,0.8669613136755941,-60.0001403060998,60.0001403060998
12,12,13,0.19988,-2.251974626172212,2.4890245868219187,0.0,0.0,0.014478590100753136,-0.014430129775512713,0.0055006714407746715,-0.005456826384604723,4.8460325240423305e-5,4.384505616994872e-5,0.01548828452750597,0.015427430101279243,Inf,0.08830168106925804,-60.0001403060998,60.0001403060998
1,4,7,0.20912,-4.781943381790359,0.0,0.0,0.0,0.2247486373570079,-0.2247486373570079,0.06945068388621471,-0.05935464522888128,0.0,0.010096038657333432,0.23523466472034849,0.2324541329038445,Inf,2.3782462953273282,-60.0001403060998,60.0001403060998
