branch,from_bus,to_bus,X,B,G,Bfr,Bto,p_from,p_to,q_from,q_to,p_loss,q_loss,s_from,s_to,rate_a,ang_deg,angmin,angmax
2,4,9,0.55618,-1.7979790715236075,0.0,0.0,0.0,0.0036001752955989266,-0.0036001752955989266,0.05623868326968955,-0.05472455975164453,0.0,0.0015141235180450227,0.05635379985473473,0.0548428546136172,Inf,0.10105656984099963,-60.0001403060998,60.0001403060998
11,10,11,0.19207,-4.402943749460521,1.8808847537003996,0.0,0.0,-0.049665456614621364,0.04985080938435783,0.0008959520481478446,-0.00046206165834636553,0.00018535276973646875,0.0004338903898014791,0.049673537329360966,0.04985295073766138,Inf,-0.5024359495361851,-60.0001403060998,60.0001403060998
7,7,8,0.17615,-5.676979846721544,0.0,0.0,0.0,-0.6344488741488515,0.6344488741488515,0.05729628745859527,0.007190734663014012,0.0,0.06448702212160928,0.6370307986787478,0.6344896221166577,Inf,-5.80966497794134,-60.0001403060998,60.0001403060998
9,9,10,0.0845,-10.365394127060915,3.902049552447428,0.0,0.0,0.04048294206826568,-0.040334543385378625,0.05929015791749215,-0.05889595204814784,0.00014839868288705343,0.0003942058693443065,0.07179269757004338,0.07138353141842116,Inf,0.0800496500294518,-60.0001403060998,60.0001403060998
10,9,14,0.27038,-3.0290504569306034,1.4240054870199312,0.0,0.0,0.08746594521022043,-0.08632907550915413,0.04723621459267606,-0.04481794042247399,0.001136869701066301,0.0024182741702020727,0.09940599348410852,0.0972695073595917,Inf,0.9351935459415579,-60.0001403060998,60.0001403060998
8,7,9,0.11001,-9.09008271975275,0.0,0.0,0.0,0.41934871198288715,-0.41934871198288715,0.02540102730604099,-0.007884737057681515,0.0,0.017516290248359476,0.4201173103192829,0.4194228311861137,Inf,2.389149345623889,-60.0001403060998,60.0001403060998
6,6,13,0.13027,-6.102755448193116,3.0989274038379877,0.0,0.0,0.18337936902054397,-0.18116014140650524,0.06377308376341773,-0.05940273181661842,0.002219227614038727,0.004370351946799307,0.19415200023452947,0.19065067894372176,Inf,1.0215205166029226,-60.0001403060998,60.0001403060998
4,6,11,0.1989,-4.0940743442404415,1.9550285631772604,0.0,0.0,0.0854989230405396,-0.08485080938435784,0.018895169403082935,-0.01753793834165364,0.0006481136561817674,0.001357231061429296,0.08756193960770464,0.08664432546021852,Inf,0.7838979517967053,-60.0001403060998,60.0001403060998
3,5,6,0.25202,-3.967939052456154,0.0,0.0,0.0,0.25930069389523586,-0.25930069389523586,0.09663712644788111,-0.08011642806815178,0.0,0.01652069837972933,0.2767229373627249,0.2713954529850309,Inf,3.2699625204996754,-60.0001403060998,60.0001403060998
5,6,12,0.25581,-3.1759639650294003,1.525967440450974,0.0,0.0,0.07895313357649938,-0.07821499752912317,0.02267560407402844,-0.021139337030830804,0.0007381360473762144,0.0015362670431976373,0.08214487398292514,0.08102133921741728,Inf,0.900133962091015,-60.0001403060998,60.0001403060998
13,13,14,0.34802,-2.314963475105352,1.1369941578063267,0.0,0.0,0.06330990446961374,-0.06267092449084587,0.006483047187722084,-0.005182059577526015,0.0006389799787678702,0.001300987610196069,0.06364097661719098,0.06288480355381842,Inf,1.1199572806420737,-60.0001403060998,60.0001403060998
12,12,13,0.19988,-2.251974626172212,2.4890245868219187,0.0,0.0,0.017214997529123168,-0.017149763063108496,0.005139337030830804,-0.005080315371103665,6.523446601467212e-5,5.902165972713862e-5,0.01796577092818968,0.017886418797250406,Inf,0.12138655451190779,-60.0001403060998,60.0001403060998
1,4,7,0.20912,-4.781943381790359,0.0,0.0,0.0,-0.21510016216596445,0.21510016216596445,0.09271611105994226,-0.08269731476463626,0.0,0.010018796295305998,0.2342314176490928,0.23044939928996458,Inf,-2.2880927757828893,-60.0001403060998,60.0001403060998
