subnet,f,fmin,fmax,min_v,max_v,avg_v,ngen_Qll,ngen_Qul,ngen,minQloss,maxQloss,n_negQloss,n_s_bound,max_ang_diff,min_ang_diff,nbranch,total_loss,cost,time_s,status,network
2,1.0,1.0,1.0,1.047437166278848,1.06,1.053557091525127,1,0,3,-0.000950250348757788,6.256270009205589e-7,6,0,0.044866413138462055,-0.014332614377784067,7,0.0046209780741648596,13299.955361431099,0.050366815,LOCALLY_SOLVED,1
1,60.0,60.0,60.0,0.9972140511725995,1.06,1.0288417509128511,0,0,2,0.0003477278287575434,0.16675602443192958,0,0,3.4488726788145243,-9.526784027456433,13,0.02540164384397581,13299.955361431099,0.050366815,LOCALLY_SOLVED,1
2,2.0,2.0,2.0,1.0474088723609147,1.06,1.0535594627677025,1,0,3,-0.0019004695804813055,2.9025695337109303e-6,6,0,0.08900464797364911,-0.028157622925544763,7,0.004688846626405476,13299.161355965076,0.058836611,LOCALLY_SOLVED,2
1,60.0,60.0,60.0,0.9974005689672452,1.06,1.028976481126672,0,0,2,0.0003447162793096476,0.1666776921983284,0,0,3.4299735076467566,-9.522299206057703,13,0.02518770000885502,13299.161355965076,0.058836611,LOCALLY_SOLVED,2
2,3.0,3.0,3.0,1.0473624905449967,1.06,1.0535629503511488,1,0,3,-0.002850629070061856,8.052189635968099e-6,6,0,0.1317480957250751,-0.041017608809598025,7,0.0047940026912448586,13297.91936298789,0.055702548,LOCALLY_SOLVED,3
1,60.0,60.0,60.0,0.9977026509914116,1.06,1.0291973306560134,0,0,2,0.00033987353059406963,0.16654304147588514,0,0,3.399417067625016,-9.514467747691423,13,0.02484456969391511,13297.91936298789,0.055702548,LOCALLY_SOLVED,3
2,4.0,4.0,4.0,1.0472991113200751,1.06,1.0535669152158416,1,0,3,-0.0038007047314576707,1.657608233797403e-5,6,0,0.17254314892993694,-0.05254669232841872,7,0.004926113057792681,13296.337886971032,0.058935016,LOCALLY_SOLVED,4
1,60.0,60.0,60.0,0.9981080898216386,1.06,1.0294896305145413,0,0,2,0.0003334410312070442,0.16637837905281105,0,0,3.358507205563986,-9.505139891903582,13,0.02439055962751823,13296.337886971032,0.058935016,LOCALLY_SOLVED,4
2,5.0,5.0,5.0,1.0472201302603834,1.06,1.053570565791349,1,0,3,-0.0047506783063359925,2.8186654879178152e-5,6,0,0.21098329808667574,-0.06249653709610308,7,0.0050734300095485445,13294.545298446019,0.057526301,LOCALLY_SOLVED,5
1,60.0,60.0,60.0,0.9986015340740286,1.06,1.029851748190885,0,0,2,0.0003257155615316648,0.16616050505574118,0,0,3.308873131871852,-9.492510958797942,13,0.023848025286424303,13294.545298446019,0.057526301,LOCALLY_SOLVED,5
