bus,vm,va,vmin,vmax
11,1.0407664826258254,-1.5222204433816087,0.94,1.06
7,1.048701483836589,0.4539545486560243,0.94,1.06
9,1.039479787651468,-2.7532824141155827,0.94,1.06
10,1.0324408008225614,-2.665599082134749,0.94,1.06
8,1.0553625789297405,9.611994344996058,0.94,1.06
6,1.06,2.369798624595625e-30,0.94,1.06
4,1.0572638537164178,-4.26085904901761,0.94,1.06
5,1.017773837182503,0.9037921911811336,0.94,1.06
13,1.0323031494229002,-1.541867618484212,0.94,1.06
14,1.0112320717839567,-3.6345461870558315,0.94,1.06
12,1.0396898210925214,-1.3048004193592146,0.94,1.06
