subnet,f,fmin,fmax,min_v,max_v,avg_v,ngen_Qll,ngen_Qul,ngen,minQloss,maxQloss,n_negQloss,n_s_bound,max_ang_diff,min_ang_diff,nbranch,total_loss,cost,time_s,status,network
2,1.0,1.0,1.0,1.0259994651677793,1.06,1.038134590543128,1,0,3,-0.00041350003297535175,0.00025666626393549267,5,1,0.11368657301594838,-0.005051687299072319,7,0.04523642781596019,8262.539730969778,0.037161836,LOCALLY_SOLVED,1
1,60.0,60.0,60.0,1.0103747854623846,1.06,1.0422573961879886,0,0,2,6.674465880277328e-5,0.05201164854471768,0,0,5.985026007263842,-1.7408919319490992,13,0.006136943885923812,8262.539730969778,0.037161836,LOCALLY_SOLVED,1
2,2.0,2.0,2.0,1.0260555365663246,1.06,1.038157898555313,1,0,3,-0.0008269981343657635,0.0005035729018317025,5,1,0.22689899355723395,-0.010158122995323093,7,0.04519024964554903,8263.39259743901,0.038883447,LOCALLY_SOLVED,2
1,60.0,60.0,60.0,1.01038994850342,1.06,1.0422653935892503,0,0,2,6.669839401538414e-5,0.05199509716035741,0,0,5.983796123106301,-1.7509025434415264,13,0.0061347180989697325,8263.39259743901,0.038883447,LOCALLY_SOLVED,2
2,3.0,3.0,3.0,1.02614663549658,1.06,1.0381958010561678,1,0,3,-0.0012404921063890921,0.0007316499938945948,5,1,0.3391935200379959,-0.015370608475318895,7,0.045114500579106355,8264.777993471784,0.04494452,LOCALLY_SOLVED,3
1,60.0,60.0,60.0,1.0103688232206207,1.06,1.0422720737232707,0,0,2,6.662330442214464e-5,0.051961101092372466,0,0,5.98207083245457,-1.7672362975541582,13,0.006131107695910725,8264.777993471784,0.04494452,LOCALLY_SOLVED,3
2,4.0,4.0,4.0,1.0262694628723694,1.06,1.0382469710728295,1,0,3,-0.0016539792577486049,0.000933108231620939,5,1,0.4501831963854842,-0.020734003671898826,7,0.04501095814046593,8266.645361974653,0.046519552,LOCALLY_SOLVED,4
1,60.0,60.0,60.0,1.010364076850655,1.06,1.0422841936101797,0,0,2,6.652221470631551e-5,0.051919007212923,0,0,5.979605376948287,-1.7891760394377254,13,0.006126251360408647,8266.645361974653,0.046519552,LOCALLY_SOLVED,4
2,5.0,5.0,5.0,1.0264198217635603,1.06,1.038309714420436,1,0,3,-0.002067456244563502,0.0011018555551605925,5,1,0.5595571592843293,-0.02628451756107248,7,0.04488201692840293,8268.930344456767,0.045846836,LOCALLY_SOLVED,5
1,60.0,60.0,60.0,1.010358001852092,1.06,1.042299367418165,0,0,2,6.639870974443386e-5,0.05186750999100878,0,0,5.976591850979238,-1.8159496611782273,13,0.0061203247372661265,8268.930344456767,0.045846836,LOCALLY_SOLVED,5
2,6.0,6.0,6.0,1.026592956108267,1.06,1.0383821021248223,1,0,3,-0.002480918993658186,0.00123370266207139,5,1,0.6670911753732841,-0.03204848074598041,7,0.044730587172478846,8271.559944319471,0.045979882,LOCALLY_SOLVED,6
1,60.0,60.0,60.0,1.0103510178837056,1.06,1.0423168448248665,0,0,2,6.625683931100156e-5,0.051808317907541285,0,0,5.973126112942806,-1.8466822908414784,13,0.0061135257137077195,8271.559944319471,0.045979882,LOCALLY_SOLVED,6
2,7.0,7.0,7.0,1.026783891139286,1.06,1.0384621047640323,1,0,3,-0.0029149089649324385,0.0013263620350708921,5,1,0.7726493707563462,-0.038042109697749335,7,0.044559963010698235,8274.457724227901,0.051382361,LOCALLY_SOLVED,7
1,60.0,60.0,60.0,1.0103433308120118,1.06,1.0423361214619529,0,0,2,6.610082312664967e-5,0.051743177898436965,0,0,5.969309736155883,-1.8804504181099169,13,0.006106059796454774,8274.457724227901,0.051382361,LOCALLY_SOLVED,7
2,8.0,8.0,8.0,1.0269877364627702,1.06,1.0385477136025645,1,0,3,-0.003357307054680578,0.0013792781910375138,5,1,0.876178455353189,-0.04427212332070178,7,0.04437366962758543,8277.548443335589,0.055988978,LOCALLY_SOLVED,8
1,60.0,60.0,60.0,1.0103524280525245,1.06,1.0423593315820947,0,0,2,6.593479048081722e-5,0.051676494586545635,0,0,5.965140054404597,-1.916302454775397,13,0.006098127298696004,8277.548443335589,0.055988978,LOCALLY_SOLVED,8
2,9.0,9.0,9.0,1.0271999261871816,1.06,1.0386370382820709,1,0,3,-0.0038072544618909278,0.0013933450347040429,5,1,0.9776965685393814,-0.05073697843905678,7,0.04417530338637978,8280.761742936287,0.052399246,LOCALLY_SOLVED,9
1,60.0,60.0,60.0,1.0103266400444708,1.06,1.0423781268568837,0,0,2,6.57625764043145e-5,0.0516017865280667,0,0,5.961017391653206,-1.9535479129252433,13,0.006089913414495267,8280.761742936287,0.052399246,LOCALLY_SOLVED,9
2,10.0,10.0,10.0,1.027416385243033,1.06,1.038728376330522,1,0,3,-0.004264430905677803,0.0013705690326221162,5,1,1.0772791163773117,-0.05742846034131199,7,0.0439683806228167,8284.034712053208,0.047532978,LOCALLY_SOLVED,10
1,60.0,60.0,60.0,1.0103354497182149,1.06,1.0424026740753707,0,0,2,6.558758312165489e-5,0.05153126574009334,0,0,5.956614094844946,-1.9912456752713774,13,0.006081581582700009,8284.034712053208,0.047532978,LOCALLY_SOLVED,10
2,11.0,11.0,11.0,1.0276336235910672,1.06,1.038820254564973,1,0,3,-0.004728359331645376,0.0013137282919680597,5,1,1.1750437460820533,-0.06433338639587055,7,0.04375620861522638,8287.313355082919,0.048579273,LOCALLY_SOLVED,11
1,60.0,60.0,60.0,1.0103093394979499,1.06,1.0424218780907146,0,0,2,6.541270440814807e-5,0.05145529436395799,0,0,5.952413419333293,-2.0289765360474257,13,0.006073269985698786,8287.313355082919,0.048579273,LOCALLY_SOLVED,11
2,12.0,12.0,12.0,1.027848768547244,1.06,1.0389114458587545,1,0,3,-0.005198461854093447,0.0012260631189139394,5,1,1.2711361005716875,-0.07143523467040598,7,0.043541787566078356,8290.553113847933,0.047109817,LOCALLY_SOLVED,12
1,60.0,60.0,60.0,1.0103184070005529,1.06,1.0424462864490633,0,0,2,6.524030319063952e-5,0.051385759893960256,0,0,5.948059704787072,-2.0660110674358503,13,0.0060650906688194395,8290.553113847933,0.047109817,LOCALLY_SOLVED,12
2,13.0,13.0,13.0,1.0280595496862608,1.06,1.0390009665584692,1,0,3,-0.005674107809703146,0.0011110182528310095,5,1,1.365717404377377,-0.07871557467665945,7,0.04332774692544116,8293.71866182644,0.040390135,LOCALLY_SOLVED,13
1,60.0,60.0,60.0,1.0102928790155328,1.06,1.0424629012333513,0,0,2,6.50722292592533e-5,0.05131256289316066,0,0,5.944011869735788,-2.1022691972562235,13,0.006057130605730494,8293.71866182644,0.040390135,LOCALLY_SOLVED,13
2,14.0,14.0,14.0,1.0282642514956166,1.06,1.0390880603044894,1,0,3,-0.006154652109045601,0.0009720439937842427,5,1,1.4589543904005002,-0.08615523817619501,7,0.04311631454380662,8296.783200363338,0.040390393,LOCALLY_SOLVED,14
1,60.0,60.0,60.0,1.010301790965528,1.06,1.0424884359962878,0,0,2,6.490986362883786e-5,0.05124702542338705,0,0,5.939897185134261,-2.1369170239478943,13,0.006049454030976644,8296.783200363338,0.040390393,LOCALLY_SOLVED,14
2,15.0,15.0,15.0,1.0284616473421122,1.06,1.0391721735485846,1,0,3,-0.006639463748333343,0.0008124542612711185,5,1,1.5510116587210654,-0.09373521577851483,7,0.04290931377718761,8299.72746323949,0.042244977,LOCALLY_SOLVED,15
1,60.0,60.0,60.0,1.0102945270637511,1.06,1.042507831768585,0,0,2,6.475417776310999e-5,0.051181673267765904,0,0,5.93603948232443,-2.1702721995064964,13,0.006042105453285939,8299.72746323949,0.042244977,LOCALLY_SOLVED,15
2,16.0,16.0,16.0,1.0286509255485485,1.06,1.0392529271021627,1,0,3,-0.007127945410444083,0.0008163307116570984,5,1,1.6420462829876945,-0.10143729722288763,7,0.042708181985221944,8302.538594730277,0.04245392,LOCALLY_SOLVED,16
1,60.0,60.0,60.0,1.0102873576335965,1.06,1.0425267812687256,0,0,2,6.460579842828846e-5,0.05111930440660617,0,0,5.932359114321922,-2.2019832467752143,13,0.00603511289878525,8302.538594730277,0.04245392,LOCALLY_SOLVED,16
2,17.0,17.0,17.0,1.028831615345543,1.06,1.0393300869289603,1,0,3,-0.007619545623523162,0.000854555227789322,5,1,1.7322043312695623,-0.10924449115840924,7,0.04251400358315138,8305.20902057439,0.042811999,LOCALLY_SOLVED,17
1,60.0,60.0,60.0,1.0102831044632388,1.06,1.0425428903882825,0,0,2,6.446507166652914e-5,0.05106050774323864,0,0,5.928848884006716,-2.232117995678204,13,0.00602849107225965,8305.20902057439,0.042811999,LOCALLY_SOLVED,17
