bus,vm,va,vmin,vmax
11,1.041483327448721,-0.9960602254113843,0.94,1.06
7,1.0532517347180081,2.2066065920477937,0.94,1.06
9,1.0422676693863102,-1.3866481722782567,0.94,1.06
10,1.0340034209761426,-1.5843928039889421,0.94,1.06
8,1.06,10.299831791253535,0.94,1.06
6,1.06,4.2192725006549756e-33,0.94,1.06
4,1.06,-0.5957947757518807,0.94,1.06
5,1.0273411703223605,3.937613232248269,0.94,1.06
13,1.030282773365156,-1.483037919924937,0.94,1.06
14,1.009213622483338,-2.993795119521186,0.94,1.06
12,1.0375262624564512,-1.334336824111949,0.94,1.06
