branch,from_bus,to_bus,X,B,G,Bfr,Bto,p_from,p_to,q_from,q_to,p_loss,q_loss,s_from,s_to,rate_a,ang_deg,angmin,angmax
2,4,9,0.55618,-1.7979790715236075,0.0,0.0,0.0,0.006418582302814648,-0.006418582302814648,0.05551463141120225,-0.05402411298805001,0.0,0.0014905184231522386,0.05588445668967042,0.05440407138186993,Inf,0.18029238217547633,-60.0001403060998,60.0001403060998
11,10,11,0.19207,-4.402943749460521,1.8808847537003996,0.0,0.0,-0.05055103527258988,0.05074311310371962,0.0008941595754296836,-0.00044452655867210553,0.00019207783112974025,0.00044963301675757803,0.05055894271518105,0.05074506016666299,Inf,-0.51143939439551,-60.0001403060998,60.0001403060998
7,7,8,0.17615,-5.676979846721544,0.0,0.0,0.0,-0.6203658874683063,0.6203658874683063,0.055133602641278465,0.006521000178777233,0.0,0.0616546028200557,0.622811005421826,0.6204001593952656,Inf,-5.680933241035735,-60.0001403060998,60.0001403060998
9,9,10,0.0845,-10.365394127060915,3.902049552447428,0.0,0.0,0.039595344207715266,-0.03944896472741012,0.05928300164036926,-0.05889415957542968,0.00014637948030514492,0.00038884206493958184,0.07129001028488827,0.07088542057546547,Inf,0.07617470917863449,-60.0001403060998,60.0001403060998
10,9,14,0.27038,-3.0290504569306034,1.4240054870199312,0.0,0.0,0.08689035295574522,-0.08576460641759279,0.047238569431370614,-0.04484395571895112,0.0011257465381524362,0.0023946137124194952,0.09890104083727534,0.09678092827870503,Inf,0.927202965914294,-60.0001403060998,60.0001403060998
8,7,9,0.11001,-9.09008271975275,0.0,0.0,0.0,0.4150671148606458,-0.4150671148606458,0.02582237215918023,-0.008654488340101253,0.0,0.01716788381907898,0.41586957660144813,0.4151573316312377,Inf,2.3654362025963396,-60.0001403060998,60.0001403060998
6,6,13,0.13027,-6.102755448193116,3.0989274038379877,0.0,0.0,0.18384891993391908,-0.18161928217605672,0.06380749783184232,-0.05941664506212633,0.0022296377578623627,0.004390852769715993,0.19460683991172856,0.19109134299749117,Inf,1.0246112627645172,-60.0001403060998,60.0001403060998
4,6,11,0.1989,-4.0940743442404415,1.9550285631772604,0.0,0.0,0.08640453164216184,-0.08574311310371963,0.018940566590369835,-0.017555473441327896,0.0006614185384422183,0.001385093149041939,0.08845613687622572,0.08752186065473257,Inf,0.7930250971534276,-60.0001403060998,60.0001403060998
3,5,6,0.25202,-3.967939052456154,0.0,0.0,0.0,0.28180269308692596,-0.28180269308692596,0.09915071700695885,-0.07990653389257252,0.0,0.019244183114386332,0.2987367110250065,0.29291263542184215,Inf,3.553194314376275,-60.0001403060998,60.0001403060998
5,6,12,0.25581,-3.1759639650294003,1.525967440450974,0.0,0.0,0.07907286161840281,-0.07833271251592762,0.022664190242741494,-0.02112373347027206,0.0007401491024751905,0.0015404567724694347,0.08225681104858283,0.08113091867978604,Inf,0.9017993377357083,-60.0001403060998,60.0001403060998
13,13,14,0.34802,-2.314963475105352,1.1369941578063267,0.0,0.0,0.06388596931341835,-0.0632353935824072,0.006480641285124345,-0.005156044281048882,0.000650575731011141,0.0013245970040754625,0.06421382862422617,0.06344525036714792,Inf,1.1308814855200797,-60.0001403060998,60.0001403060998
12,12,13,0.19988,-2.251974626172212,2.4890245868219187,0.0,0.0,0.017332712515927624,-0.017266687137361663,0.0051237334702720575,-0.0050639962229980075,6.602537856596064e-5,5.9737247274050005e-5,0.018074168524006305,0.017993958498509127,Inf,0.12281192502880903,-60.0001403060998,60.0001403060998
1,4,7,0.20912,-4.781943381790359,0.0,0.0,0.0,-0.20529877260766052,0.20529877260766052,0.09014581194020027,-0.0809559748004587,0.0,0.009189837139741572,0.2242183164787611,0.22068406351638628,Inf,-2.1851438204208633,-60.0001403060998,60.0001403060998
