branch,from_bus,to_bus,X,B,G,Bfr,Bto,p_from,p_to,q_from,q_to,p_loss,q_loss,s_from,s_to,rate_a,ang_deg,angmin,angmax
2,4,9,0.55618,-1.7979790715236075,0.0,0.0,0.0,0.0713897374555412,-0.0713897374555412,0.062323507583940035,-0.05805975961069262,0.0,0.0042637479732474184,0.09476663026369847,0.09201864104637993,Inf,2.00035428303449,-60.0001403060998,60.0001403060998
11,10,11,0.19207,-4.402943749460521,1.8808847537003996,0.0,0.0,-0.05159322645061503,0.05179364314983713,0.001306904475199533,-0.0008377510880000793,0.00020041669922209876,0.00046915338719945364,0.051609776349948844,0.051800417928990844,Inf,-0.5243789922969768,-60.0001403060998,60.0001403060998
7,7,8,0.17615,-5.676979846721544,0.0,0.0,0.0,-0.42445692133916885,0.42445692133916885,0.037885827409835,-0.009157364577266734,0.0,0.028728462832568268,0.426144358159595,0.42455569175165503,Inf,-3.864618133836385,-60.0001403060998,60.0001403060998
9,9,10,0.0845,-10.365394127060915,3.902049552447428,0.0,0.0,0.04759598735272604,-0.04740677354938497,0.06560953152273882,-0.06510690447519953,0.0001892138033410748,0.0005026270475392974,0.0810554664332648,0.08053763833578324,Inf,0.10101171884227776,-60.0001403060998,60.0001403060998
10,9,14,0.27038,-3.0290504569306034,1.4240054870199312,0.0,0.0,0.09838847161237999,-0.0969579624008488,0.05244183534425215,-0.04939895059392712,0.0014305092115311918,0.003042884750325027,0.11149187163418577,0.10881683138515687,Inf,1.0596578044783231,-60.0001403060998,60.0001403060998
8,7,9,0.11001,-9.09008271975275,0.0,0.0,0.0,0.3990947215095649,-0.3990947215095649,0.04870245582935532,-0.03273189495163285,0.0,0.015970560877722466,0.4020553767089895,0.40043473086624476,Inf,2.2688964932845477,-60.0001403060998,60.0001403060998
6,6,13,0.13027,-6.102755448193116,3.0989274038379877,0.0,0.0,0.2003545768038718,-0.19769882383872056,0.07048194658543139,-0.06525193995247154,0.002655752965151248,0.005230006632959847,0.21239035110082136,0.2081889541132632,Inf,1.115310617656859,-60.0001403060998,60.0001403060998
4,6,11,0.1989,-4.0940743442404415,1.9550285631772604,0.0,0.0,0.09102964437206489,-0.09029364314983714,0.02050352752961517,-0.018962248911999918,0.0007360012222277501,0.0015412786176152542,0.09331018591591324,0.09226325854353278,Inf,0.8333435006649011,-60.0001403060998,60.0001403060998
3,5,6,0.25202,-3.967939052456154,0.0,0.0,0.0,0.5011254226558643,-0.5011254226558643,0.1471339080786268,-0.08902915082743226,0.0,0.058104757251194544,0.5222787341434729,0.5089723754085995,Inf,6.288636958358633,-60.0001403060998,60.0001403060998
5,6,12,0.25581,-3.1759639650294003,1.525967440450974,0.0,0.0,0.08654119198624691,-0.08565268632543124,0.025160059000910815,-0.02331083084133649,0.0008885056608156638,0.0018492281595743239,0.09012439447413646,0.08876811088040637,Inf,0.986084622788848,-60.0001403060998,60.0001403060998
13,13,14,0.34802,-2.314963475105352,1.1369941578063267,0.0,0.0,0.06767514010675182,-0.06694203759915122,0.007093674075207379,-0.005601049406072877,0.0007331025076005998,0.0014926246691345018,0.06804590215695401,0.06717594921082579,Inf,1.2010579609410643,-60.0001403060998,60.0001403060998
12,12,13,0.19988,-2.251974626172212,2.4890245868219187,0.0,0.0,0.018552686325431254,-0.018476316268031232,0.005710830841336489,-0.005641734122735837,7.637005740002145e-5,6.909671860065233e-5,0.019411742806564377,0.01931847371683274,Inf,0.12922599486801117,-60.0001403060998,60.0001403060998
1,4,7,0.20912,-4.781943381790359,0.0,0.0,0.0,-0.025362199829603985,0.025362199829603985,0.08811717737771459,-0.08658828323919032,0.0,0.0015288941385242644,0.09169448254509308,0.09022622664451291,Inf,-0.26854221025005764,-60.0001403060998,60.0001403060998
