bus,vm,va,vmin,vmax
11,1.044927550865213,-1.1331810040989079,0.94,1.06
7,1.0513609016530967,1.1434118042682124,0.94,1.06
9,1.045797787923958,-1.9123193427601657,0.94,1.06
10,1.0390518380162352,-1.9278820687649543,0.94,1.06
8,1.0539044738194907,9.98000062698947,0.94,1.06
6,1.06,1.284961830821307e-35,0.94,1.06
4,1.0562801577502965,-3.435733373011509,0.94,1.06
5,1.0142242760538809,3.7708036863498706,0.94,1.06
13,1.0362657177994592,-1.2940715308746904,0.94,1.06
14,1.019602875613505,-2.8788288211080473,0.94,1.06
12,1.0422862900763616,-1.1179033707029584,0.94,1.06
