subnet,f,fmin,fmax,min_v,max_v,avg_v,ngen_Qll,ngen_Qul,ngen,minQloss,maxQloss,n_negQloss,n_s_bound,max_ang_diff,min_ang_diff,nbranch,total_loss,cost,time_s,status,network
2,1.0,1.0,1.0,1.0095409980801964,1.06,1.0283358083355334,1,0,3,-0.00038049530036279866,0.001046857688136422,3,0,0.13092850140607032,-0.021975113838837785,7,0.08888436554378966,12285.637045985055,0.035976104,LOCALLY_SOLVED,1
1,60.0,60.0,60.0,1.0172280334469552,1.06,1.0446882806551652,0,0,2,8.7754249511178e-5,0.03902152406107792,0,0,4.851079204720441,-4.216955137494244,13,0.010180245297122293,12285.637045985055,0.035976104,LOCALLY_SOLVED,1
2,2.0,2.0,2.0,1.009537388517406,1.06,1.028333482035937,1,0,3,-0.0007581631426873212,0.002082874701013612,3,0,0.26179586546749906,-0.04391874881834689,7,0.0888958463102699,12285.70801830696,0.036564377,LOCALLY_SOLVED,2
1,60.0,60.0,60.0,1.0172282373160648,1.06,1.0446883816113284,0,0,2,8.775147833162307e-5,0.03901706809582653,0,0,4.850754617761085,-4.216808929915623,13,0.010180154785984708,12285.70801830696,0.036564377,LOCALLY_SOLVED,2
2,3.0,3.0,3.0,1.0095317051280503,1.06,1.028329815316635,1,0,3,-0.0011303599346907372,0.0030979772935904436,3,0,0.3925452504784273,-0.06580043023613304,7,0.08891447396184225,12285.823261236417,0.039901481,LOCALLY_SOLVED,3
1,60.0,60.0,60.0,1.0172285692975904,1.06,1.0446885451203032,0,0,2,8.774697931615907e-5,0.039009930287939976,0,0,4.8502349927324495,-4.21656666584715,13,0.010180007908573187,12285.823261236417,0.039901481,LOCALLY_SOLVED,3
2,4.0,4.0,4.0,1.009524415102154,1.06,1.028325102106003,1,0,3,-0.001494784980230826,0.004083514002912146,3,0,0.5231277721990857,-0.08759168443724719,7,0.08893954063212982,12285.97851383457,0.040806265,LOCALLY_SOLVED,4
1,60.0,60.0,60.0,1.0172290184274233,1.06,1.0446887680857082,0,0,2,8.774091947149135e-5,0.039000516499338944,0,0,4.849549300084892,-4.2162307618092205,13,0.010179810208109472,12285.97851383457,0.040806265,LOCALLY_SOLVED,4
2,5.0,5.0,5.0,1.0095161147195073,1.06,1.02831971449089,1,0,3,-0.0018495954953683773,0.00503271489926687,3,0,0.6535050939403729,-0.10926699585161775,7,0.08897015068443485,12286.168366551052,0.043965042,LOCALLY_SOLVED,5
1,60.0,60.0,60.0,1.0172295706657322,1.06,1.0446890444161783,0,0,2,8.773351006273813e-5,0.038989317245554156,0,0,4.848733122227858,-4.215805061736593,13,0.01017956868527298,12286.168366551052,0.043965042,LOCALLY_SOLVED,5
