branch,from_bus,to_bus,X,B,G,Bfr,Bto,p_from,p_to,q_from,q_to,p_loss,q_loss,s_from,s_to,rate_a,ang_deg,angmin,angmax
1,1,2,0.05917,-15.263086523179553,4.999131600798035,0.0264,0.0264,1.2966923850116208,-1.2676712639961931,-0.06364863938301803,0.0939957469515332,0.029021121015427642,0.030347107568515178,1.298253554065012,1.2711513025626346,Inf,4.022319436596194,-60.0001403060998,60.0001403060998
2,1,5,0.22304,-4.234983682334831,1.025897454970189,0.0246,0.0246,0.6466102306709576,-0.6261042925666368,0.0636486296503425,-0.03205073481569058,0.020505938104320776,0.03159789483465192,0.6497352833767883,0.6269241060707385,Inf,7.42844330456649,-60.0001403060998,60.0001403060998
16,9,10,0.0845,-10.365394127060915,3.902049552447428,0.0,0.0,0.06487075366947657,-0.06471788642119611,0.032040661217177725,-0.031634585062514535,0.0001528672482804666,0.00040607615466319025,0.07235204663919236,0.07203576746939194,Inf,0.23574405185034333,-60.0001403060998,60.0001403060998
11,6,11,0.1989,-4.0940743442404415,1.9550285631772604,0.0,0.0,0.060872717044311346,-0.060383503107906786,0.04562723181519588,-0.04460275664199229,0.0004892139364045603,0.0010244751732035873,0.07607451586092688,0.07507045589076555,Inf,0.40172054639322785,-60.0001403060998,60.0001403060998
7,4,5,0.04211,-21.578553981691588,6.840980661495672,0.0,0.0,-0.4916490713347577,0.4949584845780061,0.11575338965032117,-0.10531448390701718,0.0033094132432484047,0.010438905743303986,0.5050917308369528,0.5060385775574405,Inf,-1.2364480055638587,-60.0001403060998,60.0001403060998
9,4,9,0.55618,-1.7979790715236075,0.0,0.0,0.0,0.14840602678120213,-0.14840602678120213,0.011667061101962226,-0.00042175998389705347,0.0,0.011245301118065173,0.14886392813485677,0.14840662608679878,Inf,4.332278831081675,-60.0001403060998,60.0001403060998
10,5,6,0.25202,-3.967939052456154,0.0,0.0,0.0,0.42055575946860163,-0.42055575946860163,0.15137573568292562,-0.10903824156687485,0.0,0.04233749411605077,0.4469695293593952,0.4344611431948874,Inf,5.2608135503227444,-60.0001403060998,60.0001403060998
19,12,13,0.19988,-2.251974626172212,2.4890245868219187,0.0,0.0,0.014798695904094638,-0.014737580066488917,0.009110172091062985,-0.009054876809420284,6.111583760572137e-5,5.5295281642700825e-5,0.017378050408220432,0.017297024606849256,Inf,0.04984928020993763,-60.0001403060998,60.0001403060998
17,9,14,0.27038,-3.0290504569306034,1.4240054870199312,0.0,0.0,0.10195660548297955,-0.10064191588385853,0.02952099897900184,-0.02672447806160462,0.0013146895991210245,0.002796520917397221,0.1061444241697611,0.1041296929815835,Inf,1.2769498637366734,-60.0001403060998,60.0001403060998
8,4,7,0.20912,-4.781943381790359,0.0,0.0,0.0,0.2284714258716707,-0.2284714258716707,-0.03993770482550626,0.05039304225435058,0.0,0.010455337428844323,0.23193579436249936,0.2339629268655252,Inf,2.523005034860153,-60.0001403060998,60.0001403060998
6,3,4,0.17103,-5.0688169775939205,1.9859757099255606,0.0064,0.0064,-0.11208811998239708,0.11308193644710739,0.04568820554494297,-0.05633969083035527,0.0009938164647103065,-0.0106514852854123,0.12104197109724049,0.12633956274060654,Inf,-1.261025694035084,-60.0001403060998,60.0001403060998
4,2,4,0.17632,-5.115838325872083,1.686033150614943,0.017,0.017,0.48915693249092523,-0.4763103177652225,-0.004786239548488288,0.007856944903578128,0.012846614725702754,0.0030707053550898403,0.4891803478196432,0.4763751152115579,Inf,4.642571873534154,-60.0001403060998,60.0001403060998
3,2,3,0.19797,-4.781863151757718,1.1350191923073958,0.0219,0.0219,0.5559266915423762,-0.5424841335073721,0.004741850201548588,0.005580864043044846,0.013442558035004049,0.010322714244593434,0.5559469142936097,0.5425128396183,Inf,5.903597567569238,-60.0001403060998,60.0001403060998
5,2,5,0.17388,-5.193927397969713,1.7011396670944048,0.0173,0.0173,0.3727794175812733,-0.3654099514799709,0.01590142534660589,-0.03001051696021783,0.007369466101302402,-0.01410909161361194,0.37311841217003355,0.36664023752012576,Inf,3.406123867970295,-60.0001403060998,60.0001403060998
20,13,14,0.34802,-2.314963475105352,1.1369941578063267,0.0,0.0,0.04882770072371301,-0.04835808411614149,0.024231679264593617,-0.023275521938395383,0.00046961660757151996,0.0009561573261982342,0.054509803136193954,0.053667999971011966,Inf,0.6915259090663771,-60.0001403060998,60.0001403060998
13,6,13,0.13027,-6.102755448193116,3.0989274038379877,0.0,0.0,0.171166460277335,-0.1690901206572241,0.07726576333668295,-0.07317680245517333,0.0020763396201109174,0.004088960881509618,0.18779764457487957,0.18424525318563315,Inf,0.8933372409930855,-60.0001403060998,60.0001403060998
14,7,8,0.17615,-5.676979846721544,0.0,0.0,0.0,-0.08494990649958328,0.08494990649958328,-0.08052604377272776,0.08273039654389086,0.0,0.0022043527711630984,0.11705097325513876,0.1185782658272475,Inf,-0.7730359435924373,-60.0001403060998,60.0001403060998
15,7,9,0.11001,-9.09008271975275,0.0,0.0,0.0,0.31342133237125397,-0.31342133237125397,0.030133001518377178,-0.0201712996010942,0.0,0.009961701917282979,0.31486652627086065,0.3140697580362827,Inf,1.8092737962215215,-60.0001403060998,60.0001403060998
12,6,12,0.25581,-3.1759639650294003,1.525967440450974,0.0,0.0,0.07651657224118202,-0.07579869590409463,0.026604273025000926,-0.025110172091062984,0.000717876337087392,0.0014941009339379425,0.08100971034838243,0.07984962769609016,Inf,0.8434879607831479,-60.0001403060998,60.0001403060998
18,10,11,0.19207,-4.402943749460521,1.8808847537003996,0.0,0.0,-0.02528211357880389,0.02538350310790678,-0.02636541493748546,0.026602756641992287,0.00010138952910289031,0.00023734170450682643,0.03652835024795564,0.036769945485167335,Inf,-0.14193679177990462,-60.0001403060998,60.0001403060998
