branch,from_bus,to_bus,X,B,G,Bfr,Bto,p_from,p_to,q_from,q_to,p_loss,q_loss,s_from,s_to,rate_a,ang_deg,angmin,angmax
2,4,9,0.55618,-1.7979790715236075,0.0,0.0,0.0,0.08263716247051521,-0.08263716247051521,0.047195755607628044,-0.04282835559894327,0.0,0.004367400008684776,0.09516480425321791,0.09307614444361059,Inf,2.3352130028147875,-60.0001403060998,60.0001403060998
11,10,11,0.19207,-4.402943749460521,1.8808847537003996,0.0,0.0,-0.05327681368264071,0.05349035740637536,0.000892170973119205,-0.0003922886694294514,0.00021354372373465214,0.0004998823036897536,0.05328428328522481,0.053491795874338874,Inf,-0.5391932922678475,-60.0001403060998,60.0001403060998
7,7,8,0.17615,-5.676979846721544,0.0,0.0,0.0,-0.2941791040581611,0.2941791040581611,0.023998461113417562,-0.010159591237118301,0.0,0.01383886987629926,0.2951563507706968,0.29435448452260365,Inf,-2.685785659981302,-60.0001403060998,60.0001403060998
9,9,10,0.0845,-10.365394127060915,3.902049552447428,0.0,0.0,0.036863642054949346,-0.03672318631735928,0.059265277223557816,-0.058892170973119204,0.00014045573759006308,0.00037310625043861234,0.06979470746367944,0.06940374784711982,Inf,0.06422582671519284,-60.0001403060998,60.0001403060998
10,9,14,0.27038,-3.0290504569306034,1.4240054870199312,0.0,0.0,0.08511903550356018,-0.08402706144323507,0.04724853306989524,-0.044925757942597906,0.0010919740603251016,0.0023227751272973315,0.0973533465388495,0.09528310858437661,Inf,0.9025642411050345,-60.0001403060998,60.0001403060998
8,7,9,0.11001,-9.09008271975275,0.0,0.0,0.0,0.3343455150879943,-0.3343455150879943,0.03125732087168016,-0.02007025657707278,0.0,0.011187064294607377,0.3358034299520054,0.334947366997452,Inf,1.905691731846516,-60.0001403060998,60.0001403060998
6,6,13,0.13027,-6.102755448193116,3.0989274038379877,0.0,0.0,0.18529502045698568,-0.18303315768375933,0.06391353544630757,-0.05945922156167815,0.0022618627732263474,0.00445431388462942,0.19600812386072458,0.1924487875784325,Inf,1.0341310410104356,-60.0001403060998,60.0001403060998
4,6,11,0.1989,-4.0940743442404415,1.9550285631772604,0.0,0.0,0.08919362581355444,-0.08849035740637537,0.019080443339287278,-0.017607711330570548,0.0007032684071790751,0.0014727320087167296,0.09121165607416697,0.09022513425985443,Inf,0.8211441438143231,-60.0001403060998,60.0001403060998
3,5,6,0.25202,-3.967939052456154,0.0,0.0,0.0,0.4659302525328547,-0.4659302525328547,0.1264811222690881,-0.07647645076065167,0.0,0.05000467150843642,0.48279237205633,0.4721648522987243,Inf,5.866230097865175,-60.0001403060998,60.0001403060998
5,6,12,0.25581,-3.1759639650294003,1.525967440450974,0.0,0.0,0.07944159633989392,-0.07869522754618859,0.02262905137489039,-0.021075649689772814,0.0007463687937053348,0.0015534016851175766,0.08260170213232944,0.08146853287246812,Inf,0.9069284428557289,-60.0001403060998,60.0001403060998
13,13,14,0.34802,-2.314963475105352,1.1369941578063267,0.0,0.0,0.06565988821232582,-0.06497293855676492,0.006472897759317062,-0.005074242057402095,0.0006869496555609034,0.0013986557019149675,0.06597817309881879,0.0651707808542928,Inf,1.1645448094615767,-60.0001403060998,60.0001403060998
12,12,13,0.19988,-2.251974626172212,2.4890245868219187,0.0,0.0,0.017695227546188585,-0.017626730528566486,0.005075649689772813,-0.005013676197638914,6.849701762209892e-5,6.19734921338995e-5,0.018408783166865814,0.018325899108678646,Inf,0.12720259815470672,-60.0001403060998,60.0001403060998
1,4,7,0.20912,-4.781943381790359,0.0,0.0,0.0,0.040166411029833204,-0.040166411029833204,0.05613582614375994,-0.05525578198509772,0.0,0.0008800441586622187,0.06902587595865733,0.06831209276403524,Inf,0.4295212709682714,-60.0001403060998,60.0001403060998
