subnet,f,fmin,fmax,min_v,max_v,avg_v,ngen_Qll,ngen_Qul,ngen,minQloss,maxQloss,n_negQloss,n_s_bound,max_ang_diff,min_ang_diff,nbranch,total_loss,cost,time_s,status,network
2,1.0,1.0,1.0,1.0131465333661853,1.06,1.0354521228313298,1,0,3,-0.0004850302215327878,0.0007751074506992302,4,1,0.11309430595558799,-0.014420633831720861,7,0.062291775854321885,19826.31179134296,0.043546815,LOCALLY_SOLVED,1
1,60.0,60.0,60.0,0.9791642755552206,1.06,1.0313308079999566,0,0,2,0.0003881950288140701,0.1626768352313901,0,0,4.254494253783836,-9.184781473088375,13,0.029942182047449972,19826.31179134296,0.043546815,LOCALLY_SOLVED,1
2,2.0,2.0,2.0,1.0130760164680508,1.06,1.0354577977951813,1,0,3,-0.0009654681508551519,0.0015443172117731163,4,1,0.22575811928689024,-0.028971182542718667,7,0.06236365003113209,19828.505685093784,0.041956506,LOCALLY_SOLVED,2
1,60.0,60.0,60.0,0.9791739587712873,1.06,1.031336117767008,0,0,2,0.00038789247489018873,0.16267475344891386,0,0,4.255433351088064,-9.184731524205052,13,0.029924054906319508,19828.505685093784,0.041956506,LOCALLY_SOLVED,2
2,3.0,3.0,3.0,1.01296231785117,1.06,1.0354673519825286,1,0,3,-0.0014371329357773521,0.002302021912546994,4,1,0.33758440043178234,-0.04377384109146351,7,0.062477626880188875,19832.091560354067,0.042728586,LOCALLY_SOLVED,3
1,60.0,60.0,60.0,0.9791896134547876,1.06,1.0313447075823148,0,0,2,0.0003874035277548222,0.16267138838223655,0,0,4.256952552791195,-9.184650767573855,13,0.029894777599892605,19832.091560354067,0.042728586,LOCALLY_SOLVED,3
2,4.0,4.0,4.0,1.012810727973229,1.06,1.03548089091835,1,0,3,-0.0018966009405597395,0.0030431738660477922,4,1,0.4482104284386313,-0.05893631012860597,7,0.06262582308092035,19836.968170276483,0.041441297,LOCALLY_SOLVED,4
1,60.0,60.0,60.0,0.9792105698309667,1.06,1.0313562804993708,0,0,2,0.0003867493527032143,0.16266688467923018,0,0,4.258988154164816,-9.184542651501788,13,0.02985564038298077,19836.968170276483,0.041441297,LOCALLY_SOLVED,4
2,5.0,5.0,5.0,1.0126278388922372,1.06,1.0354984975785868,1,0,3,-0.002341436254124807,0.0037635119110588644,4,1,0.5573341864817462,-0.07454666372185888,7,0.0627986846640661,19843.00270217386,0.043772224,LOCALLY_SOLVED,5
1,60.0,60.0,60.0,0.9792359910788757,1.06,1.0313701760848926,0,0,2,0.0003859563588677929,0.16266142296348118,0,0,4.2614603788680885,-9.18441148528988,13,0.029808249972630287,19843.00270217386,0.043772224,LOCALLY_SOLVED,5
2,6.0,6.0,6.0,1.0124209181726356,1.06,1.0355201908438467,1,0,3,-0.002770282969941154,0.004459725321697916,4,1,0.6647248108497901,-0.09067031836355371,7,0.06298608697765257,19850.038740885935,0.045340643,LOCALLY_SOLVED,6
1,60.0,60.0,60.0,0.9792649507731095,1.06,1.0313861086770357,0,0,2,0.0003850537326114123,0.16265520305469805,0,0,4.26428064285425,-9.184262041063885,13,0.02975437739855573,19850.038740885935,0.045340643,LOCALLY_SOLVED,6
2,7.0,7.0,7.0,1.0121973113000176,1.06,1.0355458955510055,1,0,3,-0.0031828250083910242,0.005129539834722557,4,1,0.7702266670830517,-0.10734917677748428,7,0.06317833600989803,19857.905171238228,0.047486025,LOCALLY_SOLVED,7
1,60.0,60.0,60.0,0.9792965068246978,1.06,1.0314034500914766,0,0,2,0.00038407109070748464,0.16264842797227172,0,0,4.267358533327037,-9.184099173376042,13,0.029695813996430197,19857.905171238228,0.047486025,LOCALLY_SOLVED,7
2,8.0,8.0,8.0,1.0119639470291717,1.06,1.0355754297564832,1,0,3,-0.0035796420208546315,0.005771720844067338,5,1,0.8737574759451879,-0.12460270635969664,7,0.06336693466827942,19866.425173036543,0.048394713,LOCALLY_SOLVED,8
1,60.0,60.0,60.0,0.9793297628765626,1.06,1.0314217549576592,0,0,2,0.0003830365414172962,0.16264129068136748,0,0,4.270607654466161,-9.183927503081167,13,0.02963425331627304,19866.425173036543,0.048394713,LOCALLY_SOLVED,8
2,9.0,9.0,9.0,1.0117269856228923,1.06,1.0356085095932255,1,0,3,-0.003962001971318366,0.0063860008155589565,5,1,0.9753016039564957,-0.14243049247858136,7,0.0635450527843626,19875.424506988864,0.048148782,LOCALLY_SOLVED,9
