branch,from_bus,to_bus,X,B,G,Bfr,Bto,p_from,p_to,q_from,q_to,p_loss,q_loss,s_from,s_to,rate_a,ang_deg,angmin,angmax
2,4,9,0.55618,-1.7979790715236075,0.0,0.0,0.0,-0.23179753911654888,0.23179753911500237,0.18004895744053023,-0.1377528452293867,1.5465129177272274e-12,0.042296112211143544,0.2935093290100161,0.26964040036419323,Inf,-7.116101812657546,-60.0001403060998,60.0001403060998
11,10,11,0.19207,-4.402943749460521,1.8808847537003996,0.0,0.0,-0.4616198754989679,0.48046106048809634,0.06981771623336705,-0.02571258032675777,0.018841184989128457,0.04410513590660928,0.4668698137122656,0.4811485918429006,Inf,-5.537172949406532,-60.0001403060998,60.0001403060998
7,7,8,0.17615,-5.676979846721544,0.0,0.0,0.0,-1.0000000099857,1.0000000099841535,-0.04114204039469506,0.21659496812171392,1.546540673302843e-12,0.17545292772701887,1.0008459858835619,1.0231878616285248,Inf,-9.865262532601987,-60.0001403060998,60.0001403060998
9,9,10,0.0845,-10.365394127060915,3.902049552447428,0.0,0.0,-0.3222206630887681,0.32661987549972227,0.16850377246895631,-0.15681771623335822,0.004399212410954145,0.011686056235598097,0.36362023741485455,0.3623152483626657,Inf,-1.960371434361341,-60.0001403060998,60.0001403060998
10,9,14,0.27038,-3.0290504569306034,1.4240054870199312,0.0,0.0,-0.11294742309161272,0.1166008046689323,0.12133354987695628,-0.11356231778439707,0.0036533815773195782,0.007771232092559213,0.16576776136746132,0.16276408593423455,Inf,-2.806380201150001,-60.0001403060998,60.0001403060998
8,7,9,0.11001,-9.09008271975275,0.0,0.0,0.0,0.23912945293230176,-0.23912945293384827,0.23155356165681734,-0.21943321065382684,1.5465129177272274e-12,0.012120351002990498,0.33286626019417986,0.32455173578073543,Inf,1.537337812884899,-60.0001403060998,60.0001403060998
6,6,13,0.13027,-6.102755448193116,3.0989274038379877,0.0,0.0,0.4999263283306784,-0.48431094700769944,0.12373720877699748,-0.09298564830671839,0.01561538132297896,0.03075156047027909,0.5150118742263284,0.4931565919487596,Inf,3.0336474841501406,-60.0001403060998,60.0001403060998
4,6,11,0.1989,-4.0940743442404415,1.9550285631772604,0.0,0.0,0.5597217222256515,-0.5329610604874082,0.05732759255167127,-0.001287419673229803,0.02676066173824332,0.056040172878441465,0.5626498548822526,0.5329626154293355,Inf,5.709530184704093,-60.0001403060998,60.0001403060998
3,5,6,0.25202,-3.967939052456154,0.0,0.0,0.0,0.40405471381255625,-0.4040547138137822,0.19603613705208428,-0.15409162129033624,1.2259637749423291e-12,0.04194451576174804,0.44909951991117775,0.43244009932824434,Inf,5.00636158905601,-60.0001403060998,60.0001403060998
5,6,12,0.25581,-3.1759639650294003,1.525967440450974,0.0,0.0,0.1764066732372743,-0.17288877014154647,0.03225088144586959,-0.02492914366020044,0.0035179030957278312,0.007321737785669153,0.1793305152969734,0.17467681312838118,Inf,2.1554375412051985,-60.0001403060998,60.0001403060998
13,13,14,0.34802,-2.314963475105352,1.1369941578063267,0.0,0.0,0.3618267923921073,-0.3401008046681812,0.005672621946260842,0.038562317784417495,0.021725987723926088,0.04423493973067834,0.36187125657132024,0.34228001649066625,Inf,7.367046883171825,-60.0001403060998,60.0001403060998
12,12,13,0.19988,-2.251974626172212,2.4890245868219187,0.0,0.0,0.08138877014218196,-0.08001584538375103,0.0009291436602088468,0.0003130263604712464,0.0013729247584309268,0.0012421700206800932,0.08139407357540374,0.08001645766952384,Inf,0.878209942944942,-60.0001403060998,60.0001403060998
1,4,7,0.20912,-4.781943381790359,0.0,0.0,0.0,-0.7608705570557182,0.7608705570541716,0.31833245986147707,-0.19041152126212227,1.546540673302843e-12,0.1279209385993548,0.8247784912300622,0.7843344643844748,Inf,-8.653439625542445,-60.0001403060998,60.0001403060998
