subnet,f,fmin,fmax,min_v,max_v,avg_v,ngen_Qll,ngen_Qul,ngen,minQloss,maxQloss,n_negQloss,n_s_bound,max_ang_diff,min_ang_diff,nbranch,total_loss,cost,time_s,status,network
2,1.0,1.0,1.0,1.043864631868961,1.0599999961118252,1.0525964666594358,0,0,3,-0.0009502374371713647,2.533500990314734e-5,6,0,0.10829277605678397,-0.011940904534198365,7,0.008555497390082156,15222.897549469995,4.410272372,LOCALLY_INFEASIBLE,1
1,60.0,60.0,60.0,0.9606161746916301,1.06,1.0094554000934204,0,0,2,0.0012215862077942167,0.1754286899526944,0,0,7.293945952057238,-9.953185707011214,13,0.09414829959221757,15222.897549469995,4.410272372,LOCALLY_INFEASIBLE,1
2,2.0,2.0,2.0,1.0438692075561842,1.059999997699675,1.0526891747487817,1,0,3,-0.0019003669464992684,5.064771534971091e-5,6,0,0.21383771808467136,-0.02343001583465541,7,0.009009106306694603,15234.45052842748,0.895666374,LOCALLY_INFEASIBLE,2
1,60.0,60.0,60.0,0.9606071197591022,1.06,1.0099809055046447,0,0,2,0.001221923459988991,0.1760187904574053,0,0,7.295148400260605,-10.034426824351291,13,0.09417675897363369,15234.45052842748,0.895666374,LOCALLY_INFEASIBLE,2
2,3.0,3.0,3.0,1.0438267658194358,1.06,1.0527284142495372,1,0,3,-0.002850320634922354,7.595016657379813e-5,6,0,0.2397859215107919,-0.013835366737693183,7,0.009069565508883659,15234.027394899036,0.732624221,LOCALLY_INFEASIBLE,3
1,60.0,60.0,60.0,0.9606163746363677,1.06,1.0100117779177327,0,0,2,0.0012215774612822053,0.1761505674999065,0,0,7.293913912452798,-10.04712834498573,13,0.09414755137353954,15234.027394899036,0.732624221,LOCALLY_INFEASIBLE,3
2,4.0,4.0,4.0,1.043782639265628,1.06,1.05277972152397,1,0,3,-0.0038003720225745982,0.00010123187570801329,6,0,0.26907044066476593,-0.005222973872151609,7,0.009160447688207687,15234.712935062584,0.368188959,LOCALLY_INFEASIBLE,4
1,60.0,60.0,60.0,0.9606845707376893,1.06,1.0100589434877068,0,0,2,0.0012190458475671818,0.17604309637058077,0,0,7.284886745155426,-10.037575850543234,13,0.09393399428125782,15234.712935062584,0.368188959,LOCALLY_INFEASIBLE,4
2,5.0,5.0,5.0,1.0437342882316312,1.06,1.0528477744250542,0,0,3,-0.004750523170375387,0.00012648449091742092,6,0,0.3050044687527603,0.001960705706463472,7,0.009298767696013566,15236.244043390194,2.545957786,LOCALLY_INFEASIBLE,5
1,60.0,60.0,60.0,0.960833149966042,1.06,1.0085199125191067,0,0,2,0.0012135468645716192,0.17720606140919176,0,0,7.26525264022667,-10.12585585630802,13,0.09347032805810514,15236.244043390194,2.545957786,LOCALLY_INFEASIBLE,5
2,6.0,6.0,6.0,1.043679116791476,1.06,1.0529307730907607,1,0,3,-0.005700726382959348,0.0001517018486291849,6,0,0.34797259826163796,0.004452559498005121,7,0.009473476301342931,15238.282683193831,2.150132233,LOCALLY_INFEASIBLE,6
1,60.0,60.0,60.0,0.9610463489271712,1.06,1.0093462005555458,0,0,2,0.0012056835849922959,0.1752053666648543,0,0,7.237106758656238,-9.905898878403654,13,0.09280770740449798,15238.282683193831,2.150132233,LOCALLY_INFEASIBLE,6
2,7.0,7.0,7.0,1.0436165719339043,1.06,1.0530257380954609,1,0,3,-0.006650985604560414,0.00017687977115019016,6,0,0.3915001737165923,0.00278532477564039,7,0.009671988168091658,15240.839641459817,1.593059032,LOCALLY_INFEASIBLE,7
1,60.0,60.0,60.0,0.9612934476865466,1.06,1.0091901000136554,0,0,2,0.001196622725737116,0.17514520029279615,0,0,7.204579069375255,-9.86366940747646,13,0.0920448541255321,15240.839641459817,1.593059032,LOCALLY_INFEASIBLE,7
2,8.0,8.0,8.0,1.0435468368091096,1.06,1.0531295382648456,1,0,3,-0.007601301273163295,0.00020201577794647096,6,0,0.43476741512938016,0.0019840109244451325,7,0.009883434151939013,15243.95455452193,0.477673831,LOCALLY_INFEASIBLE,8
1,60.0,60.0,60.0,0.9615456543003251,1.06,1.0099751869002722,0,0,2,0.0011874270096358958,0.17520652102668338,0,0,7.171458381424452,-9.939968792944404,13,0.0912713615169447,15243.95455452193,0.477673831,LOCALLY_INFEASIBLE,8
2,9.0,9.0,9.0,1.0434671682247079,1.06,1.0532417236637694,0,0,3,-0.008551759508628243,0.00022710484623329752,6,0,0.47775767349424253,0.0027955588573061944,7,0.01011958447397343,15249.878641137147,1.066478676,LOCALLY_INFEASIBLE,9
1,60.0,60.0,60.0,0.9617556074304741,1.06,1.0103159472822116,0,0,2,0.0011798134471730309,0.17537542607074108,0,0,7.1439532044593825,-9.97555708307491,13,0.09063151159567864,15249.878641137147,1.066478676,LOCALLY_INFEASIBLE,9
2,10.0,10.0,10.0,1.0433796518417484,1.06,1.0533588761513901,0,0,3,-0.009502318335736296,0.00025214753377982013,6,0,0.5199285609316415,0.0045937561516124405,7,0.01036100317482723,15257.00861054576,1.195385193,LOCALLY_INFEASIBLE,10
1,60.0,60.0,60.0,0.9619323778442392,1.06,1.0102043126409175,0,0,2,0.001173432698578035,0.17499800651796368,0,0,7.120843475925504,-9.895879346622277,13,0.09009566574302376,15257.00861054576,1.195385193,LOCALLY_INFEASIBLE,10
2,11.0,11.0,11.0,1.043286555976683,1.06,1.0534785892386136,0,0,3,-0.01045292657955861,0.00027714523372654454,6,0,0.5610594499924664,0.006962085929421404,7,0.010593885724346552,15264.087875772118,1.116721135,LOCALLY_INFEASIBLE,11
1,60.0,60.0,60.0,0.9620866691299039,1.06,1.0100456267032618,0,0,2,0.0011678850019671396,0.17515668719494482,0,0,7.100707191571914,-9.948958404532352,13,0.08963007314791137,15264.087875772118,1.116721135,LOCALLY_INFEASIBLE,11
