bus,vm,va,vmin,vmax
11,1.008653617927474,-5.062685274152646,0.94,1.06
7,1.007353244634084,-9.402349949487206,0.94,1.06
9,0.9854241834432469,-11.463172768793287,0.94,1.06
10,0.9811400126794529,-9.863175736725276,0.94,1.06
8,1.0149249571644965,0.5187995951619965,0.94,1.06
6,1.06,-1.8870915538559946e-19,0.94,1.06
4,1.0450138867052172,-16.943569988372925,0.94,1.06
5,1.0342061870955974,4.171812128491675,0.94,1.06
13,1.0153319375720133,-2.904960614619127,0.94,1.06
14,0.9638970011321774,-9.488588166876806,0.94,1.06
12,1.0317304571604584,-2.1241637940586657,0.94,1.06
